I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
111  57.20240858 -002.20596915 20
111  57.20239683 -002.20593589 20
111  57.20239392 -002.20589357 20
111  57.20238352 -002.20586762 20
111  57.20238108 -002.20582895 20
115  57.20237005 -002.20580113
120 Linear Feature 16
111  57.20239081 -002.20576042 20
111  57.20239281 -002.20580301 20
111  57.20240274 -002.20582112 20
111  57.20240352 -002.20586009 20
111  57.20241501 -002.20588354 20
111  57.20241715 -002.20593604 20
111  57.20243108 -002.20596531 20
111  57.20243100 -002.20600456 20
111  57.20244337 -002.20602786 20
111  57.20244314 -002.20606964 20
111  57.20245487 -002.20608636 20
111  57.20245377 -002.20611240 20
111  57.20246236 -002.20612447 20
111  57.20246229 -002.20615058 20
111  57.20247133 -002.20617015 20
111  57.20247212 -002.20620617 20
111  57.20248348 -002.20623195 20
111  57.20248548 -002.20627600 20
111  57.20249678 -002.20629961 20
111  57.20249717 -002.20633401 20
115  57.20250831 -002.20635825
120 Linear Feature 15
111  57.20250831 -002.20635825 20
111  57.20249678 -002.20629961 20
111  57.20248348 -002.20623195 20
111  57.20247133 -002.20617015 20
111  57.20246236 -002.20612447 20
111  57.20245487 -002.20608636 20
111  57.20244337 -002.20602786 20
111  57.20243108 -002.20596531 20
111  57.20241501 -002.20588354 20
111  57.20240274 -002.20582112 20
115  57.20239081 -002.20576042
120 Linear Feature 79
111  57.20658259 -002.19514234 20
115  57.20666605 -002.19495752
120 Linear Feature 78
111  57.20625746 -002.19575595 20
115  57.20648601 -002.19531818
120 Linear Feature 76
111  57.20876827 -002.19838630 52
115  57.20885756 -002.19819877
120 Linear Feature 72
111  57.20370788 -002.20435875 52
111  57.20368410 -002.20431828 52
115  57.20365734 -002.20427274
120 Linear Feature 69
111  57.19956507 -002.19543822 51 101
111  57.19961459 -002.19486506 51 101
116  57.19963186 -002.19478249  57.19964328 -002.19474703
120 Linear Feature 84
111  57.20061029 -002.19401067 53 102
111  57.20060285 -002.19401076
112  57.20060285 -002.19401076  57.20043664 -002.19401345 53 102
115  57.20021475 -002.19406369
120 Linear Feature 83
112  57.20387745 -002.19772541  57.20360089 -002.19766203 51 101
115  57.20353597 -002.19723257
120 Linear Feature 98
112  57.20129536 -002.19358992  57.20131944 -002.19359300 58
111  57.20135932 -002.19374216
112  57.20135932 -002.19374216  57.20144238 -002.19401143 58
115  57.20159843 -002.19400344
120 Linear Feature 97
111  57.20135231 -002.19407206 58
112  57.20153764 -002.19372029  57.20157097 -002.19345652
111  57.20153764 -002.19372029
112  57.20153764 -002.19372029  57.20156265 -002.19355721 58
115  57.20161007 -002.19350654
120 Linear Feature 96
111  57.20222689 -002.19429478 58
112  57.20236489 -002.19467206  57.20238087 -002.19491752
111  57.20236489 -002.19467206 58
111  57.20236612 -002.19478877
112  57.20236612 -002.19478877  57.20237200 -002.19492514 58
115  57.20241292 -002.19496227
120 Linear Feature 95
111  57.20211325 -002.19474077 58
112  57.20221072 -002.19464858  57.20226841 -002.19453449
111  57.20221072 -002.19464858
112  57.20221072 -002.19464858  57.20232774 -002.19439681 58
115  57.20249056 -002.19449099
120 Linear Feature 94
111  57.20190472 -002.19406095 58
112  57.20203824 -002.19443597  57.20204339 -002.19464959
111  57.20203824 -002.19443597 58
111  57.20203585 -002.19453820
112  57.20203585 -002.19453820  57.20203459 -002.19464946 58
115  57.20207700 -002.19471578
120 Linear Feature 93
112  57.20167222 -002.19351448  57.20172029 -002.19355885 58
111  57.20172410 -002.19368241
112  57.20172410 -002.19368241  57.20175191 -002.19393469 58
115  57.20187031 -002.19403587
120 Linear Feature 92
111  57.20175297 -002.19448535 58
112  57.20185866 -002.19438911  57.20189746 -002.19428579
111  57.20185866 -002.19438911
112  57.20185866 -002.19438911  57.20198234 -002.19413747 58
115  57.20213818 -002.19423114
120 Linear Feature 91
112  57.20153584 -002.19432265  57.20146079 -002.19423493 58
116  57.20155632 -002.19401342  57.20163379 -002.19396242
120 Linear Feature 90
111  57.20272804 -002.19466241 58
112  57.20256125 -002.19484791  57.20246614 -002.19502983
111  57.20256125 -002.19484791
112  57.20256125 -002.19484791  57.20249018 -002.19497785 58
112  57.20241292 -002.19496227  57.20235627 -002.19493501
111  57.20241292 -002.19496227 58
111  57.20211325 -002.19474077 58
111  57.20209537 -002.19472844 58
111  57.20207700 -002.19471578 58
111  57.20175297 -002.19448535 58
111  57.20171728 -002.19445861 58
111  57.20153584 -002.19432265 58
111  57.20120611 -002.19409596 58
116  57.20115323 -002.19384605  57.20120103 -002.19366167
120 Linear Feature 89
111  57.20196202 -002.19358486 58
112  57.20187015 -002.19371784  57.20183369 -002.19385787
111  57.20187015 -002.19371784
112  57.20187015 -002.19371784  57.20181318 -002.19393931 58
115  57.20167503 -002.19398208
120 Linear Feature 88
111  57.20218253 -002.19426347 58
112  57.20204940 -002.19387403  57.20204132 -002.19361890
111  57.20204940 -002.19387403 58
111  57.20205168 -002.19372489 58
116  57.20199752 -002.19359347  57.20195102 -002.19353565
120 Linear Feature 87
111  57.20231956 -002.19382275 58
112  57.20221308 -002.19392257  57.20215216 -002.19405050
111  57.20221308 -002.19392257
112  57.20221308 -002.19392257  57.20210982 -002.19415509 58
115  57.20194935 -002.19409348
120 Linear Feature 86
111  57.20099917 -002.19402623 58
112  57.20115323 -002.19384605  57.20121134 -002.19368268
111  57.20115323 -002.19384605 58
111  57.20118187 -002.19370419
112  57.20118187 -002.19370419  57.20120136 -002.19361766 58
111  57.20123620 -002.19360393 58
111  57.20125995 -002.19359830 58
111  57.20129536 -002.19358992 58
111  57.20161007 -002.19350654 58
112  57.20162416 -002.19350281  57.20163503 -002.19350016 58
111  57.20167222 -002.19351448 58
111  57.20196202 -002.19358486 58
111  57.20199752 -002.19359347 58
111  57.20231956 -002.19382275
112  57.20231956 -002.19382275  57.20237993 -002.19387875 58
111  57.20238654 -002.19401215 58
111  57.20238763 -002.19412953
112  57.20238763 -002.19412953  57.20239718 -002.19435414 58
115  57.20250732 -002.19450517
120 Linear Feature 33
112  57.20173408 -002.20963215  57.20179305 -002.20962781 51
114  57.20173054 -002.20945970  57.20166461 -002.20946555 51
120 Linear Feature 33
112  57.20173491 -002.20965618  57.20180985 -002.20965063 51
114  57.20173041 -002.20943547  57.20164662 -002.20944295 51
120 Linear Feature 101
111  57.20018208 -002.19364795 20
112  57.20060274 -002.19359014  57.20092176 -002.19358050
111  57.20060274 -002.19359014
112  57.20060274 -002.19359014  57.20074415 -002.19359049 20
111  57.20094822 -002.19365000 20
115  57.20094228 -002.19407223
120 Linear Feature 99
112  57.20181568 -002.19463991  57.20188063 -002.19454219 20
112  57.20180585 -002.19429545  57.20174354 -002.19422618 20
116  57.20163754 -002.19450865  57.20165003 -002.19472895
120 Linear Feature 100
112  57.20167541 -002.19453559  57.20164546 -002.19439267 20
112  57.20178380 -002.19434084  57.20184816 -002.19439768 20
116  57.20177970 -002.19461300  57.20172500 -002.19465439
120 Linear Feature 100
112  57.20202514 -002.19479568  57.20199823 -002.19465487 20
112  57.20213435 -002.19459891  57.20220402 -002.19466272 20
116  57.20212738 -002.19486964  57.20207572 -002.19490660
120 Linear Feature 99
112  57.20216339 -002.19489570  57.20222917 -002.19479798 20
112  57.20215389 -002.19455119  57.20208958 -002.19448086 20
116  57.20198690 -002.19476801  57.20200008 -002.19499276
120 Linear Feature 100
112  57.20236154 -002.19503907  57.20232794 -002.19491172 20
112  57.20245422 -002.19485507  57.20252031 -002.19491793 20
116  57.20243223 -002.19509021  57.20237778 -002.19509771
120 Linear Feature 99
112  57.20247089 -002.19511819  57.20253429 -002.19503676 20
112  57.20246950 -002.19481236  57.20241101 -002.19475271 20
116  57.20232760 -002.19501451  57.20234497 -002.19522037
120 Linear Feature 33
112  57.20233498 -002.19397295  57.20242853 -002.19396603 20
114  57.20232936 -002.19369830  57.20222476 -002.19370762 20
120 Linear Feature 33
112  57.20233711 -002.19402487  57.20247250 -002.19401534 20
114  57.20232918 -002.19364646  57.20218699 -002.19365591 20
120 Linear Feature 33
112  57.20162419 -002.19365188  57.20172366 -002.19364451 20
114  57.20161822 -002.19335904  57.20150700 -002.19336898 20
120 Linear Feature 33
112  57.20162646 -002.19370725  57.20177041 -002.19369709 20
114  57.20161803 -002.19330376  57.20146684 -002.19331385 20
120 Linear Feature 33
112  57.20059813 -002.19353138  57.20068003 -002.19352523 51
114  57.20059322 -002.19328677  57.20050165 -002.19329507 51
120 Linear Feature 33
112  57.20059870 -002.19358367  57.20071696 -002.19357495 20
114  57.20059178 -002.19323720  57.20046758 -002.19324585 20
120 Linear Feature 33
112  57.20125327 -002.19374865  57.20135330 -002.19374121 20
114  57.20124727 -002.19345305  57.20113543 -002.19346308 20
120 Linear Feature 33
112  57.20125555 -002.19380453  57.20140031 -002.19379428 20
114  57.20124707 -002.19339725  57.20109504 -002.19340743 20
120 Linear Feature 106
111  57.20284066 -002.19538892 52
115  57.20299823 -002.19463155
120 Linear Feature 105
111  57.20282885 -002.19540042 20
111  57.20285122 -002.19528674 20
111  57.20279660 -002.19503892 20
111  57.20256667 -002.19487075 20
111  57.20253177 -002.19429385 20
111  57.20299823 -002.19463155 20
111  57.20304091 -002.19466245 20
111  57.20312938 -002.19506075 20
111  57.20338541 -002.19525060 20
115  57.20352495 -002.19575312
120 Linear Feature 104
111  57.20485776 -002.19750999 51
116  57.20477709 -002.19737940  57.20476021 -002.19725895
120 Linear Feature 103
112  57.20471484 -002.19753594  57.20477750 -002.19748998 51
111  57.20477709 -002.19737940 51
115  57.20476923 -002.19724555
120 Linear Feature 33
112  57.20199697 -002.19373961  57.20209644 -002.19373222 20
114  57.20199100 -002.19344621  57.20187978 -002.19345616 20
120 Linear Feature 33
112  57.20199924 -002.19379508  57.20214319 -002.19378490 20
114  57.20199081 -002.19339083  57.20183962 -002.19340093 20
120 Linear Feature 33
112  57.20988419 -002.19982702  57.20998124 -002.19981983 51
114  57.20987837 -002.19954142  57.20976984 -002.19955111 51
120 Linear Feature 33
112  57.20988591 -002.19989388  57.21003502 -002.19988326 51
114  57.20987718 -002.19947186  57.20972057 -002.19948241 51
120 Linear Feature 33
112  57.20980447 -002.19941631  57.20990239 -002.19940918 51
114  57.20979860 -002.19913324  57.20968911 -002.19914284 51
120 Linear Feature 33
112  57.20980523 -002.19948240  57.20995453 -002.19947184 51
114  57.20979648 -002.19906277  57.20963967 -002.19907325 51
120 Linear Feature 33
112  57.20965139 -002.19906261  57.20974866 -002.19905547 51
114  57.20964556 -002.19877891  57.20953679 -002.19878853 51
120 Linear Feature 33
112  57.20965364 -002.19912835  57.20980134 -002.19911777 51
114  57.20964499 -002.19870781  57.20948986 -002.19871832 51
120 Linear Feature 33
112  57.20948451 -002.19872530  57.20958204 -002.19871804 51
114  57.20947866 -002.19843704  57.20936961 -002.19844681 51
120 Linear Feature 33
112  57.20948618 -002.19879636  57.20963549 -002.19878554 51
114  57.20947744 -002.19836669  57.20932062 -002.19837743 51
120 Linear Feature 112
111  57.20958854 -002.19900577 51
116  57.20959853 -002.19880870  57.20956792 -002.19870198
120 Linear Feature 111
112  57.20935775 -002.19918311  57.20941637 -002.19925649 51
115  57.20946888 -002.19918526
120 Linear Feature 110
111  57.20969193 -002.19901275 51
112  57.20958854 -002.19900577  57.20953475 -002.19905966
111  57.20958854 -002.19900577 51
111  57.20946888 -002.19918526
112  57.20946888 -002.19918526  57.20941721 -002.19928370 51
115  57.20944948 -002.19939210
120 Linear Feature 109
111  57.20967132 -002.19970352 51
111  57.20976032 -002.19964463
112  57.20976032 -002.19964463  57.20981072 -002.19960534 51
116  57.20982654 -002.19933467  57.20978706 -002.19916032
120 Linear Feature 108
112  57.20953292 -002.19964970  57.20957596 -002.19975976 51
115  57.20965195 -002.19971469
120 Linear Feature 107
111  57.20922938 -002.19894254 51
112  57.20922463 -002.19871154  57.20927603 -002.19859080
111  57.20922463 -002.19871154 51
111  57.20933743 -002.19850261
112  57.20933743 -002.19850261  57.20939685 -002.19843579 51
111  57.20944956 -002.19851960 51
111  57.20948198 -002.19858251 51
111  57.20959853 -002.19880870 51
111  57.20964709 -002.19891477 51
111  57.20969193 -002.19901275 51
111  57.20980119 -002.19927402 51
111  57.20982654 -002.19933467
112  57.20982654 -002.19933467  57.20985006 -002.19939117 51
112  57.20986854 -002.19947856  57.20987255 -002.19952289
111  57.20986854 -002.19947856 51
111  57.20988147 -002.19968758 51
111  57.20988606 -002.19976248
112  57.20988606 -002.19976248  57.20987394 -002.19985090 51
111  57.20982482 -002.19982987 51
111  57.20974252 -002.19973152
112  57.20974252 -002.19973152  57.20970304 -002.19968714 51
111  57.20967132 -002.19970352 51
111  57.20965195 -002.19971469
112  57.20965195 -002.19971469  57.20957820 -002.19978142 51
115  57.20960556 -002.19992567
120 Linear Feature 114
111  57.21014334 -002.19990211 58
111  57.21012068 -002.19998433
112  57.21012068 -002.19998433  57.21010269 -002.20004083 58
116  57.21001021 -002.20005529  57.20995130 -002.20003015
120 Linear Feature 113
111  57.20982482 -002.19982987 51
111  57.20992047 -002.19994662 51
111  57.21001021 -002.20005529 51
111  57.21010538 -002.20017170
112  57.21010538 -002.20017170  57.21012260 -002.20019005 51
111  57.21026199 -002.20028424
112  57.21026199 -002.20028424  57.21029532 -002.20030045 51
111  57.21030966 -002.20025427 51
115  57.21035334 -002.20005696
120 Linear Feature 118
112  57.20927665 -002.19919911  57.20929841 -002.19900647 20
116  57.20920698 -002.19861931  57.20913618 -002.19847290
120 Linear Feature 132
111  57.20310833 -002.19545512 51
111  57.20311918 -002.19539875 51
111  57.20312191 -002.19540076 51
111  57.20312448 -002.19537156 51
111  57.20311578 -002.19539614 51
115  57.20311918 -002.19539875
120 Linear Feature 133
111  57.20069656 -002.20838992 51
111  57.20050307 -002.20852162
112  57.20050307 -002.20852162  57.20042368 -002.20857499 51
112  57.20033163 -002.20830179  57.20032996 -002.20811696 51
116  57.20055438 -002.20819161  57.20063967 -002.20839920
120 Linear Feature 134
112  57.20085268 -002.20806539  57.20068458 -002.20809978 51
112  57.20060858 -002.20776086  57.20061097 -002.20762790 51
116  57.20081351 -002.20760836  57.20091742 -002.20776063
120 Linear Feature 135
111  57.20112964 -002.20761952 51
112  57.20105725 -002.20746243  57.20105647 -002.20733311
111  57.20105725 -002.20746243 51
115  57.20106496 -002.20693148
120 Linear Feature 136
111  57.20108744 -002.20693708 51
115  57.20115752 -002.20694122
120 Linear Feature 140
111  57.20270478 -002.20392053 51
115  57.20256164 -002.20366562
120 Linear Feature 147
111  57.20105817 -002.20693110 51
111  57.20106496 -002.20693148 51
115  57.20107174 -002.20693185
120 Linear Feature 147
111  57.20054905 -002.20819936 51
111  57.20055438 -002.20819158 51
115  57.20055970 -002.20818382
120 Linear Feature 147
111  57.20080936 -002.20761829 51
111  57.20081351 -002.20760836 51
115  57.20081764 -002.20759843
120 Linear Feature 147
111  57.20105133 -002.20635743 51
111  57.20105625 -002.20634880 51
115  57.20106117 -002.20634018
120 Linear Feature 140
111  57.20130780 -002.20679045 51
115  57.20105625 -002.20634880
120 Linear Feature 147
111  57.20130979 -002.20585810 51
111  57.20131471 -002.20584947 51
115  57.20131963 -002.20584085
120 Linear Feature 140
111  57.20152315 -002.20621964 51
115  57.20131471 -002.20584947
120 Linear Feature 147
111  57.20235495 -002.20390558 51
111  57.20235988 -002.20389695 51
115  57.20236480 -002.20388833
120 Linear Feature 140
111  57.20254647 -002.20423444 51
115  57.20235988 -002.20389695
120 Linear Feature 147
111  57.20238513 -002.20371536 51
111  57.20239006 -002.20370672 51
115  57.20239498 -002.20369810
120 Linear Feature 140
111  57.20261253 -002.20410433 51
115  57.20239006 -002.20370672
120 Linear Feature 141
111  57.20243350 -002.20369754 51
115  57.20248085 -002.20360289
120 Linear Feature 147
111  57.20214965 -002.20416565 51
111  57.20215458 -002.20415701 51
115  57.20215949 -002.20414839
120 Linear Feature 142
111  57.20224094 -002.20425874 51
115  57.20229384 -002.20415686
120 Linear Feature 141
111  57.20220199 -002.20418728 51
115  57.20225104 -002.20409487
120 Linear Feature 140
111  57.20237882 -002.20455756 51
115  57.20215458 -002.20415701
120 Linear Feature 147
111  57.20194727 -002.20456376 51
111  57.20195219 -002.20455512 51
115  57.20195711 -002.20454650
120 Linear Feature 142
111  57.20204407 -002.20462998 51
115  57.20209697 -002.20452810
120 Linear Feature 141
111  57.20199384 -002.20453855 51
