A
1000 Generated by WorldEditor

1     17 1 0 KFMY Page Fld
120 Linear Feature 2
111  26.59067401 -081.86164087 1
111  26.59069881 -081.86166472 1
115  26.59072246 -081.86168986
120 Linear Feature 2
111  26.59101233 -081.86050451 1
111  26.59103714 -081.86052835 1
115  26.59106078 -081.86055349
120 Linear Feature 2
111  26.59163711 -081.86045677 1
111  26.59166192 -081.86048061 1
115  26.59168557 -081.86050576
120 Linear Feature 2
111  26.59193689 -081.86008210 1
111  26.59196170 -081.86010594 1
115  26.59198534 -081.86013108
120 Linear Feature 2
111  26.58990421 -081.86207953 1
111  26.58987940 -081.86205569 1
115  26.58985575 -081.86203054
120 Linear Feature 2
111  26.59020888 -081.86170748 1
111  26.59018407 -081.86168363 1
115  26.59016042 -081.86165849
120 Linear Feature 2
111  26.59046679 -081.86128709 1
111  26.59044198 -081.86126325 1
115  26.59041834 -081.86123810
120 Linear Feature 2
111  26.59080360 -081.86088328 1
111  26.59077879 -081.86085944 1
115  26.59075514 -081.86083430
120 Linear Feature 2
111  26.59117309 -081.86052441 1
111  26.59114828 -081.86050057 1
115  26.59112463 -081.86047543
120 Linear Feature 2
111  26.59142958 -081.86010811 1
111  26.59140477 -081.86008427 1
115  26.59138113 -081.86005913
120 Linear Feature 2
111  26.59172936 -081.85973343 1
111  26.59170455 -081.85970959 1
115  26.59168090 -081.85968445
120 Linear Feature 2
111  26.58999378 -081.86216948 1
111  26.58996897 -081.86214564 1
115  26.58994533 -081.86212049
120 Linear Feature 2
111  26.59029845 -081.86179743 1
111  26.59027364 -081.86177358 1
115  26.59025000 -081.86174844
120 Linear Feature 2
111  26.59055637 -081.86137704 1
111  26.59053156 -081.86135320 1
115  26.59050791 -081.86132805
120 Linear Feature 2
111  26.59089318 -081.86097323 1
111  26.59086837 -081.86094939 1
115  26.59084472 -081.86092425
120 Linear Feature 2
111  26.59126266 -081.86061436 1
111  26.59123785 -081.86059052 1
115  26.59121421 -081.86056538
120 Linear Feature 2
111  26.59151916 -081.86019806 1
111  26.59149435 -081.86017422 1
115  26.59147070 -081.86014907
120 Linear Feature 2
111  26.59181893 -081.85982338 1
111  26.59179412 -081.85979954 1
115  26.59177048 -081.85977440
120 Linear Feature 2
111  26.59008427 -081.86226249 1
111  26.59005946 -081.86223865 1
115  26.59003582 -081.86221351
120 Linear Feature 2
111  26.59038894 -081.86189044 1
111  26.59036413 -081.86186660 1
115  26.59034049 -081.86184146
120 Linear Feature 2
111  26.59064686 -081.86147005 1
111  26.59062205 -081.86144621 1
115  26.59059840 -081.86142107
120 Linear Feature 2
111  26.59098366 -081.86106625 1
111  26.59095886 -081.86104241 1
115  26.59093521 -081.86101726
120 Linear Feature 2
111  26.59135315 -081.86070738 1
111  26.59132834 -081.86068354 1
115  26.59130470 -081.86065840
120 Linear Feature 2
111  26.59160964 -081.86029108 1
111  26.59158484 -081.86026723 1
115  26.59156119 -081.86024209
120 Linear Feature 2
111  26.59190942 -081.85991640 1
111  26.59188461 -081.85989256 1
115  26.59186097 -081.85986742
120 Linear Feature 2
111  26.59017405 -081.86235539 1
111  26.59014924 -081.86233155 1
115  26.59012559 -081.86230640
120 Linear Feature 2
111  26.59047872 -081.86198334 1
111  26.59045391 -081.86195949 1
115  26.59043026 -081.86193435
120 Linear Feature 2
111  26.59073663 -081.86156295 1
111  26.59071182 -081.86153911 1
115  26.59068818 -081.86151397
120 Linear Feature 2
111  26.59107344 -081.86115914 1
111  26.59104863 -081.86113530 1
115  26.59102499 -081.86111016
120 Linear Feature 2
111  26.59144293 -081.86080027 1
111  26.59141812 -081.86077643 1
115  26.59139447 -081.86075129
120 Linear Feature 2
111  26.59169942 -081.86038397 1
111  26.59167461 -081.86036013 1
115  26.59165096 -081.86033498
120 Linear Feature 2
111  26.59199920 -081.86000930 1
111  26.59197439 -081.85998545 1
115  26.59195074 -081.85996031
120 t2
111  26.58187760 -081.85780399 1
111  26.58191320 -081.85780473 1
111  26.58191281 -081.85774814 1
111  26.58191320 -081.85780473 1
115  26.58194637 -081.85780496
120 t2
111  26.58175382 -081.85780532 1
111  26.58178942 -081.85780605 1
111  26.58178903 -081.85774947 1
111  26.58178942 -081.85780605 1
115  26.58182259 -081.85780628
120 t2
111  26.58163258 -081.85780526 1
111  26.58166818 -081.85780600 1
111  26.58166779 -081.85774941 1
111  26.58166818 -081.85780600 1
115  26.58170135 -081.85780623
120 t2
111  26.58151010 -081.85780237 1
111  26.58154571 -081.85780310 1
111  26.58154531 -081.85774652 1
111  26.58154571 -081.85780310 1
115  26.58157887 -081.85780333
120 t2
111  26.58138634 -081.85780228 1
111  26.58142194 -081.85780301 1
111  26.58142155 -081.85774643 1
111  26.58142194 -081.85780301 1
115  26.58145511 -081.85780325
120 t2
111  26.58126385 -081.85780080 1
111  26.58129945 -081.85780153 1
111  26.58129906 -081.85774494 1
111  26.58129945 -081.85780153 1
115  26.58133262 -081.85780176
120 t2
111  26.58100879 -081.85779488 1
111  26.58104440 -081.85779562 1
111  26.58104400 -081.85773903 1
111  26.58104440 -081.85779562 1
115  26.58107756 -081.85779585
120 t2
111  26.58113116 -081.85780907 1
111  26.58116676 -081.85780981 1
111  26.58116637 -081.85775322 1
111  26.58116676 -081.85780981 1
115  26.58119993 -081.85781004
120 t2
111  26.58188847 -081.85769984 1
111  26.58185286 -081.85769983 1
111  26.58185418 -081.85775640 1
111  26.58185286 -081.85769983 1
115  26.58181970 -081.85770027
120 t2
111  26.58176427 -081.85769950 1
111  26.58172866 -081.85769949 1
111  26.58172997 -081.85775606 1
111  26.58172866 -081.85769949 1
115  26.58169550 -081.85769993
120 t2
111  26.58164321 -081.85769804 1
111  26.58160760 -081.85769802 1
111  26.58160891 -081.85775459 1
111  26.58160760 -081.85769802 1
115  26.58157444 -081.85769846
120 t2
111  26.58151695 -081.85769534 1
111  26.58148134 -081.85769533 1
111  26.58148265 -081.85775190 1
111  26.58148134 -081.85769533 1
115  26.58144817 -081.85769577
120 t2
111  26.58139798 -081.85769273 1
111  26.58136238 -081.85769272 1
111  26.58136369 -081.85774929 1
111  26.58136238 -081.85769272 1
115  26.58132921 -081.85769316
120 t2
111  26.58126855 -081.85769350 1
111  26.58123295 -081.85769348 1
111  26.58123426 -081.85775005 1
111  26.58123295 -081.85769348 1
115  26.58119978 -081.85769393
120 t2
111  26.58142313 -081.85648414 1
111  26.58142371 -081.85644433 1
111  26.58137310 -081.85644489 1
111  26.58142371 -081.85644433 1
115  26.58142384 -081.85640725
120 t2
111  26.58108754 -081.85647664 1
111  26.58108812 -081.85643683 1
111  26.58103752 -081.85643739 1
111  26.58108812 -081.85643683 1
115  26.58108826 -081.85639974
120 t2
111  26.58073182 -081.85656169 1
111  26.58073241 -081.85652188 1
111  26.58068180 -081.85652244 1
111  26.58073241 -081.85652188 1
115  26.58073254 -081.85648480
120 t2
111  26.58142035 -081.85688645 1
111  26.58142093 -081.85684664 1
111  26.58137032 -081.85684720 1
111  26.58142093 -081.85684664 1
115  26.58142107 -081.85680955
120 t2
111  26.58108476 -081.85687895 1
111  26.58108535 -081.85683913 1
111  26.58103474 -081.85683970 1
111  26.58108535 -081.85683913 1
115  26.58108548 -081.85680205
120 t2
111  26.58072905 -081.85696400 1
111  26.58072963 -081.85692419 1
111  26.58067902 -081.85692475 1
111  26.58072963 -081.85692419 1
115  26.58072977 -081.85688710
120 t2
111  26.58142457 -081.85662255 1
111  26.58142515 -081.85658274 1
111  26.58137455 -081.85658330 1
111  26.58142515 -081.85658274 1
115  26.58142529 -081.85654565
120 t2
111  26.58108899 -081.85661504 1
111  26.58108957 -081.85657523 1
111  26.58103897 -081.85657579 1
111  26.58108957 -081.85657523 1
115  26.58108971 -081.85653815
120 t2
111  26.58073327 -081.85670010 1
111  26.58073385 -081.85666029 1
111  26.58068325 -081.85666085 1
111  26.58073385 -081.85666029 1
115  26.58073399 -081.85662320
120 t2
111  26.58142179 -081.85702486 1
111  26.58142237 -081.85698504 1
111  26.58137177 -081.85698561 1
111  26.58142237 -081.85698504 1
115  26.58142251 -081.85694796
120 t2
111  26.58108621 -081.85701735 1
111  26.58108679 -081.85697754 1
111  26.58103619 -081.85697810 1
111  26.58108679 -081.85697754 1
115  26.58108693 -081.85694045
120 t2
111  26.58073049 -081.85710241 1
111  26.58073107 -081.85706259 1
111  26.58068047 -081.85706316 1
111  26.58073107 -081.85706259 1
115  26.58073121 -081.85702551
120 t2
111  26.58142478 -081.85675812 1
111  26.58142536 -081.85671831 1
111  26.58137475 -081.85671887 1
111  26.58142536 -081.85671831 1
115  26.58142550 -081.85668122
120 t2
111  26.58108919 -081.85675061 1
111  26.58108977 -081.85671080 1
111  26.58103917 -081.85671136 1
111  26.58108977 -081.85671080 1
115  26.58108991 -081.85667372
120 t2
111  26.58073348 -081.85683567 1
111  26.58073406 -081.85679586 1
111  26.58068345 -081.85679642 1
111  26.58073406 -081.85679586 1
115  26.58073420 -081.85675877
120 t2
111  26.58073070 -081.85723798 1
111  26.58073128 -081.85719816 1
111  26.58068067 -081.85719872 1
111  26.58073128 -081.85719816 1
115  26.58073142 -081.85716108
120 t2
111  26.58072837 -081.85737493 1
111  26.58072895 -081.85733512 1
111  26.58067834 -081.85733568 1
111  26.58072895 -081.85733512 1
115  26.58072909 -081.85729803
120 t2
111  26.58072855 -081.85751333 1
111  26.58072913 -081.85747351 1
111  26.58067853 -081.85747407 1
111  26.58072913 -081.85747351 1
115  26.58072927 -081.85743643
120 t2
111  26.58072748 -081.85765029 1
111  26.58072806 -081.85761048 1
111  26.58067746 -081.85761104 1
111  26.58072806 -081.85761048 1
115  26.58072820 -081.85757340
120 t2
111  26.58072273 -081.85793550 1
111  26.58072331 -081.85789569 1
111  26.58067271 -081.85789625 1
111  26.58072331 -081.85789569 1
115  26.58072345 -081.85785861
120 t2
111  26.58073517 -081.85779865 1
111  26.58073575 -081.85775883 1
111  26.58068514 -081.85775940 1
111  26.58073575 -081.85775883 1
115  26.58073588 -081.85772175
120 t2
111  26.58132996 -081.85647220 1
111  26.58133002 -081.85651202 1
111  26.58138061 -081.85651044 1
111  26.58133002 -081.85651202 1
115  26.58133048 -081.85654910
120 t2
111  26.58099437 -081.85646470 1
111  26.58099444 -081.85650452 1
111  26.58104503 -081.85650293 1
111  26.58099444 -081.85650452 1
115  26.58099490 -081.85654160
120 t2
111  26.58063866 -081.85654975 1
111  26.58063872 -081.85658957 1
111  26.58068931 -081.85658799 1
111  26.58063872 -081.85658957 1
115  26.58063918 -081.85662665
120 t2
111  26.58132718 -081.85687451 1
111  26.58132724 -081.85691433 1
111  26.58137783 -081.85691274 1
111  26.58132724 -081.85691433 1
115  26.58132770 -081.85695141
120 t2
111  26.58099160 -081.85686700 1
111  26.58099166 -081.85690682 1
111  26.58104225 -081.85690524 1
111  26.58099166 -081.85690682 1
115  26.58099212 -081.85694390
120 t2
111  26.58063588 -081.85695206 1
111  26.58063594 -081.85699188 1
111  26.58068653 -081.85699029 1
111  26.58063594 -081.85699188 1
115  26.58063640 -081.85702896
120 t2
111  26.58132992 -081.85661108 1
111  26.58132998 -081.85665090 1
111  26.58138057 -081.85664932 1
111  26.58132998 -081.85665090 1
115  26.58133044 -081.85668798
120 t2
111  26.58099433 -081.85660358 1
111  26.58099440 -081.85664340 1
111  26.58104498 -081.85664181 1
111  26.58099440 -081.85664340 1
115  26.58099486 -081.85668048
120 t2
111  26.58063862 -081.85668863 1
111  26.58063868 -081.85672845 1
111  26.58068927 -081.85672687 1
111  26.58063868 -081.85672845 1
115  26.58063914 -081.85676553
120 t2
111  26.58063584 -081.85709094 1
111  26.58063590 -081.85713076 1
111  26.58068649 -081.85712917 1
111  26.58063590 -081.85713076 1
115  26.58063637 -081.85716784
120 t2
111  26.58132886 -081.85674645 1
111  26.58132893 -081.85678627 1
111  26.58137951 -081.85678469 1
111  26.58132893 -081.85678627 1
115  26.58132939 -081.85682336
120 t2
111  26.58099328 -081.85673895 1
111  26.58099334 -081.85677877 1
111  26.58104393 -081.85677718 1
111  26.58099334 -081.85677877 1
115  26.58099381 -081.85681585
120 t2
111  26.58063756 -081.85682400 1
111  26.58063763 -081.85686382 1
111  26.58068821 -081.85686224 1
111  26.58063763 -081.85686382 1
115  26.58063809 -081.85690091
120 t2
111  26.58063478 -081.85722631 1
111  26.58063485 -081.85726613 1
111  26.58068543 -081.85726454 1
111  26.58063485 -081.85726613 1
115  26.58063531 -081.85730321
120 t2
111  26.58063264 -081.85736751 1
111  26.58063270 -081.85740732 1
111  26.58068329 -081.85740574 1
111  26.58063270 -081.85740732 1
115  26.58063316 -081.85744441
120 t2
111  26.58063056 -081.85750053 1
111  26.58063062 -081.85754035 1
111  26.58068121 -081.85753876 1
111  26.58063062 -081.85754035 1
115  26.58063108 -081.85757743
120 t2
111  26.58063152 -081.85764526 1
111  26.58063158 -081.85768508 1
111  26.58068217 -081.85768349 1
111  26.58063158 -081.85768508 1
115  26.58063204 -081.85772216
120 t2
111  26.58063046 -081.85778063 1
111  26.58063052 -081.85782045 1
111  26.58068111 -081.85781886 1
111  26.58063052 -081.85782045 1
115  26.58063099 -081.85785753
120 t2
111  26.58114749 -081.85769203 1
111  26.58111189 -081.85769202 1
111  26.58111320 -081.85774859 1
111  26.58111189 -081.85769202 1
115  26.58107872 -081.85769246
120 t2
111  26.58112393 -081.85730903 1
111  26.58108832 -081.85730873 1
111  26.58108927 -081.85736531 1
111  26.58108832 -081.85730873 1
115  26.58105516 -081.85730890
120 t2
111  26.58124769 -081.85730621 1
111  26.58121209 -081.85730591 1
111  26.58121303 -081.85736248 1
111  26.58121209 -081.85730591 1
115  26.58117892 -081.85730608
120 t2
111  26.58136893 -081.85730480 1
111  26.58133332 -081.85730449 1
111  26.58133426 -081.85736107 1
111  26.58133332 -081.85730449 1
115  26.58130015 -081.85730466
120 t2
111  26.58149142 -081.85730621 1
111  26.58145582 -081.85730591 1
111  26.58145676 -081.85736248 1
111  26.58145582 -081.85730591 1
115  26.58142265 -081.85730608
120 t2
111  26.58161518 -081.85730480 1
111  26.58157957 -081.85730449 1
111  26.58158052 -081.85736107 1
111  26.58157957 -081.85730449 1
115  26.58154641 -081.85730466
120 t2
111  26.58173768 -081.85730480 1
111  26.58170207 -081.85730449 1
111  26.58170301 -081.85736107 1
111  26.58170207 -081.85730449 1
115  26.58166891 -081.85730466
120 t2
111  26.58199277 -081.85730762 1
111  26.58195717 -081.85730732 1
111  26.58195811 -081.85736390 1
111  26.58195717 -081.85730732 1
115  26.58192400 -081.85730749
120 t2
111  26.58187028 -081.85729491 1
111  26.58183467 -081.85729461 1
111  26.58183561 -081.85735119 1
111  26.58183467 -081.85729461 1
115  26.58180150 -081.85729478
120 t2
111  26.58111407 -081.85741331 1
111  26.58114967 -081.85741289 1
111  26.58114782 -081.85735634 1
111  26.58114967 -081.85741289 1
115  26.58118283 -081.85741205
120 t2
111  26.58123826 -081.85741214 1
111  26.58127387 -081.85741173 1
111  26.58127201 -081.85735518 1
111  26.58127387 -081.85741173 1
115  26.58130703 -081.85741089
120 t2
111  26.58135933 -081.85741214 1
111  26.58139494 -081.85741173 1
111  26.58139308 -081.85735518 1
111  26.58139494 -081.85741173 1
115  26.58142810 -081.85741089
120 t2
111  26.58148562 -081.85741331 1
111  26.58152122 -081.85741289 1
111  26.58151936 -081.85735634 1
111  26.58152122 -081.85741289 1
115  26.58155438 -081.85741205
120 t2
111  26.58160460 -081.85741448 1
111  26.58164020 -081.85741406 1
111  26.58163834 -081.85735751 1
111  26.58164020 -081.85741406 1
115  26.58167336 -081.85741322
120 t2
111  26.58173401 -081.85741214 1
111  26.58176962 -081.85741173 1
111  26.58176776 -081.85735518 1
111  26.58176962 -081.85741173 1
115  26.58180278 -081.85741089
120 t2
111  26.58185508 -081.85741214 1
111  26.58189069 -081.85741173 1
111  26.58188883 -081.85735518 1
111  26.58189069 -081.85741173 1
115  26.58192384 -081.85741089
120 t2
111  26.58108522 -081.85806486 1
111  26.58104962 -081.85806456 1
111  26.58105056 -081.85812114 1
111  26.58104962 -081.85806456 1
115  26.58101645 -081.85806473
120 t2
111  26.58120898 -081.85806204 1
111  26.58117337 -081.85806173 1
111  26.58117432 -081.85811831 1
111  26.58117337 -081.85806173 1
115  26.58114021 -081.85806190
120 t2
111  26.58133022 -081.85806062 1
111  26.58129461 -081.85806032 1
111  26.58129555 -081.85811690 1
111  26.58129461 -081.85806032 1
115  26.58126144 -081.85806049
120 t2
111  26.58145271 -081.85806204 1
111  26.58141710 -081.85806173 1
111  26.58141805 -081.85811831 1
111  26.58141710 -081.85806173 1
115  26.58138394 -081.85806190
120 t2
111  26.58157647 -081.85806062 1
111  26.58154086 -081.85806032 1
111  26.58154181 -081.85811690 1
111  26.58154086 -081.85806032 1
115  26.58150770 -081.85806049
120 t2
111  26.58309316 -081.85903781 1
111  26.58305755 -081.85903751 1
111  26.58305849 -081.85909408 1
111  26.58305755 -081.85903751 1
115  26.58302438 -081.85903767
120 t2
111  26.58346984 -081.85904513 1
111  26.58343423 -081.85904483 1
111  26.58343518 -081.85910141 1
111  26.58343423 -081.85904483 1
115  26.58340107 -081.85904500
120 t2
111  26.58310810 -081.85863812 1
111  26.58310834 -081.85867794 1
111  26.58315892 -081.85867606 1
111  26.58310834 -081.85867794 1
115  26.58310898 -081.85871502
120 t2
111  26.58289458 -081.85843447 1
111  26.58289541 -081.85839466 1
111  26.58284480 -081.85839483 1
111  26.58289541 -081.85839466 1
115  26.58289577 -081.85835757
120 t2
111  26.58289704 -081.85800243 1
111  26.58289787 -081.85796262 1
111  26.58284726 -081.85796280 1
